,nome_database,activaction_func,func_hidden_layer,regressor,media_erro_elm_train,devpad_elm_train,media_erro_elm_test,devpad_elm_test
0,YaleB,relu,uniform_random_layer,pinv,0.0012236842105262946,0.0007895833257198739,0.09738255033557047,0.010429495650914935
1,YaleB,relu,normal_random_layer,pinv,0.0013552631578947283,0.0008154710753866548,0.09664429530201342,0.009937016695531462
2,YaleB,relu,SCAWI,pinv,0.004236842105263154,0.0011021258732301098,0.042214765100671146,0.00724849476415002
3,YaleB,relu,nguyanatal,pinv,0.004421052631578957,0.0011398109383004102,0.04371364653243849,0.006851045516383431
4,YaleB,relu,uniform_random_layer,ls_dual,0.0,0.0,0.3949440715883668,0.10419721921803192
5,YaleB,relu,normal_random_layer,ls_dual,0.0,0.0,0.5396420581655481,0.12079421607311364
6,YaleB,relu,SCAWI,ls_dual,0.3034605263157895,0.023589654083483153,0.400089485458613,0.0322926909855154
7,YaleB,relu,nguyanatal,ls_dual,0.00457894736842106,0.001146776766815841,0.04042505592841164,0.006763444809957486
8,YaleB,sigmoid,uniform_random_layer,pinv,0.0005131578947368243,0.0005145056525267534,0.10988814317673377,0.009798964170378718
9,YaleB,sigmoid,normal_random_layer,pinv,0.000289473684210515,0.00039823015659002536,0.14378076062639822,0.010925863931517305
10,YaleB,sigmoid,SCAWI,pinv,0.002723684210526307,0.000984734591687773,0.04299776286353468,0.00637548568431566
11,YaleB,sigmoid,nguyanatal,pinv,0.002881578947368415,0.0010761356173995937,0.04369127516778523,0.006907681872071677
12,YaleB,sigmoid,uniform_random_layer,ls_dual,0.0,0.0,0.11478747203579419,0.02842210344513324
13,YaleB,sigmoid,normal_random_layer,ls_dual,0.0,0.0,0.09109619686800896,0.020556301862852046
14,YaleB,sigmoid,SCAWI,ls_dual,0.8190789473684209,0.023735689667437936,0.8718344519015659,0.02016414630278938
15,YaleB,sigmoid,nguyanatal,ls_dual,0.004078947368421048,0.0010689524216626351,0.024742729306487698,0.005577787346668817
16,YaleB,tanh,uniform_random_layer,pinv,0.00031578947368419817,0.00039996537246237026,0.1646085011185682,0.013060662493305978
17,YaleB,tanh,normal_random_layer,pinv,0.0001710526315789407,0.0003171571261366705,0.1949440715883669,0.011695410527603369
18,YaleB,tanh,SCAWI,pinv,0.002763157894736832,0.0010106770720879747,0.0423937360178971,0.006348305871884881
19,YaleB,tanh,nguyanatal,pinv,0.002960526315789467,0.0010297681475327954,0.04351230425055929,0.005856214815529497
20,YaleB,tanh,uniform_random_layer,ls_dual,0.0,0.0,0.06861297539149888,0.00997875717175901
21,YaleB,tanh,normal_random_layer,ls_dual,0.0,0.0,0.059082774049217,0.008357703506558962
22,YaleB,tanh,SCAWI,ls_dual,0.35140789473684214,0.020363732800579737,0.45178970917225947,0.03001287620280263
23,YaleB,tanh,nguyanatal,ls_dual,0.003842105263157891,0.0010555879536911464,0.027337807606263986,0.0061313866438660256
